"RT1","RT2","RT3","RT4","RT5","RT6","RT7","RT8","RT9","RT10","RT11","RT12","RT13","RT14","RT15","RT16","RT17","RT18","RT19","RT20","RT21","RT22","RT23","RT24","RT25","RT26","RT27","RT28","RT29","RT30","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","group","id"
31.115613674019,52.8165984230786,26.8870045767394,27.9911631685482,61.4374245398474,48.733124683624,4.1609049144006,20.6357878995503,22.6150867646734,26.4423022254581,14.1164394081779,23.2045574692652,10.9120040209243,32.0298402646523,106.687854171974,92.3132156514329,33.6794955295585,36.8372220183618,23.7406011897554,47.3488154544195,78.1708006223887,84.9588312793599,11.7669784112351,12.3820473978179,44.7692623724352,11.2541523331955,114.274394929479,52.0890091947538,62.6185979881378,24.6962206286958,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,13
13.6884345983949,38.778472175022,32.8882355614122,15.0068105217837,67.1024704454641,17.9113326238537,15.8329974703959,32.2604685981715,65.9838276039412,73.5068567204963,16.8201792475135,25.7700253877024,31.0856577806355,22.9157598118399,57.344475815538,27.1693286151557,21.1210722467502,62.4323177251488,38.2015879145567,8.66312179606346,26.2671279653976,47.0070742035093,32.463810448055,18.2728517870882,37.3384485382819,14.8640028578778,57.8747575984811,18.9433957004506,85.0105839183033,99.7999665893326,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,14
22.5521814015722,32.0168810034512,34.7280735315087,77.3920571474682,57.3665729226683,24.772796939248,22.9732471185326,25.4726675601263,102.186476515328,33.7377908939677,70.6295972163207,27.0906853566373,33.3545088095732,62.1220026827667,21.7624139126354,81.1182007285407,70.6808423453129,39.4453483358304,41.3507057544685,16.4955679999592,32.2825026342772,39.4343457992386,32.7258875440826,10.5268498803626,21.3175659493633,7.70533975508267,108.571370350821,16.9744326861313,68.4865587516969,19.8662969657915,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,15
25.548174372716,26.080922748734,46.3848110923553,15.8937917214408,119.198251011,17.0152901949067,89.5013202219539,17.8875566765407,17.2044065565994,56.2888858694347,17.3883517937623,46.6316116531484,45.4826800139567,18.4286023016241,22.791258557861,18.0871251992935,34.4503610084875,8.4741059363371,17.4749021872267,6.10532944509593,22.7752036921591,40.4979957503018,15.4206611054174,27.3481340534203,51.8915182536727,16.7580741027339,51.4525677826555,7.3822444379142,78.2760676963571,28.2227802243991,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,16
20.5837547982371,23.8529515550703,23.6692129001462,16.7643875064306,138.641044595173,38.8149135620189,12.8923455165405,19.9532921811097,69.9456629265727,17.5430279211371,15.2553760083694,45.4580904778271,8.28084815468039,75.4546956006107,21.7119126265013,38.6562847407335,26.0841046830186,30.1353151930396,23.6840218518103,6.16391353079248,17.2681841123539,36.1682430772707,14.8541218927139,34.2616186362725,18.5629422720587,19.9708934782589,107.565021001961,37.8661769841427,100.949232888329,9.40138162355485,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
96.2985685378011,21.8224424345718,27.9679773478305,53.8476441987697,82.3090826945536,38.7575028114165,44.8116107841269,23.5681803944951,52.7780066662318,44.0106101098745,48.8967575436378,27.5807141053336,79.6890706166548,26.2433105017054,18.7060122725926,51.8256300929019,123.62149900394,15.2481741538562,36.8939695781426,14.2884290935702,41.2825267740847,64.1901153724837,13.9564681850987,45.1531829446223,106.880455345092,105.035891948581,92.3196473709022,59.8981470524806,48.5780891509175,25.9311428254241,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,18
19.1202392711674,11.2598167103957,47.585229968601,25.5377613914865,76.4595857303235,36.2224387841304,11.1213646818084,6.10134844544408,10.5179361521188,37.4512226714784,19.3483321581454,30.5776826208736,6.91922481787535,23.6262318097752,19.1855367300173,44.1095040846266,8.06177573956598,98.8402449005657,11.2030167960459,12.4256416588342,28.1738196038441,44.9213469433573,40.3828299951876,11.75254984364,16.6283211451198,79.685873254346,37.4430215164173,41.9069662714835,44.9174937859098,27.8226422949775,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19
69.3791433495165,31.1067308916838,39.6009113548747,29.938574276718,42.6553835188413,26.6224303255405,77.3945876467757,11.8054396129326,30.2051765168658,47.6074508022989,16.841415383117,16.9464092904842,17.6970531329276,86.8948032854639,57.9509947487669,22.7983736691595,27.142832156803,53.6833445454259,179.593657316472,22.3703551818054,64.3502702339709,67.8549666899078,36.8823539792009,7.20854382513092,37.1998780906567,15.2879769434419,80.212243207488,33.8480912539488,124.313425870302,11.031994844045,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
39.3739701318295,15.2394906292613,21.3637695575243,32.2340275535443,93.0553933106978,35.5792449299965,19.7032986227896,3.48049486346087,48.4866542962323,25.3297747875705,27.8474777207741,21.7031013195567,6.30780249832642,32.8492663653032,58.2676896807511,28.0650627543075,36.0279319535815,13.1383680528457,21.5714033848857,13.6018479809031,5.09981920157508,47.9016449552332,42.7742685790514,12.8040809388625,10.7730775959357,26.1527918748668,36.7162107235332,121.876060961188,49.8577670495753,32.3111385770383,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,21
79.930407207655,16.5367408551145,16.930740386493,54.800448356643,70.0344952823516,59.5821300023573,13.3488587297689,29.9146102326982,59.0840833851117,18.7814073395957,17.1858543400886,32.3163976084244,21.9079448735976,28.4986510460654,16.6198826881368,56.8807875417558,175.59979253515,199.305735641252,17.5129420173122,18.9695359501778,27.8730716036437,35.7850293411841,53.1259472094863,8.29321142329372,35.583449020951,121.513621369076,30.6109832400091,65.2994974584645,41.802690842244,48.1885349284413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22
94.3185588864343,13.7204794402665,47.1590673102053,17.6196445305128,77.8710328896382,17.0399098640381,15.043393347719,6.39789939585259,37.5162314053955,33.531404229012,18.5432073999881,60.3656253809526,23.3547226367083,59.7589861058427,47.0067232484844,50.5509459069395,9.10567210503815,22.9981773674022,12.1338265211695,41.5403688843106,27.9011870802449,40.1282201872798,7.10053463280981,27.7385565220556,11.6757511518074,9.52316826862452,37.762356905215,14.5805633170165,18.3424203748749,15.2369010662929,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,23
28.4332756312023,53.1636660563444,16.1884703602223,50.4295968092101,178.624299702865,32.2289665892785,260.052907026892,16.3826059028069,50.7894012470108,70.0169274176228,14.6918115860193,60.4926126442505,16.603224917067,38.8848105947554,60.7025985866589,32.2278547396916,128.557975932361,29.5833537222171,52.0165165312999,26.4597425941004,27.2903379405587,43.3812169517401,23.8730460428211,53.3318337332896,20.4980960015972,20.0020895046592,64.7968149362099,133.78610657428,39.2094385383682,25.6095155993874,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,24
50.7145613508387,12.135210767207,26.2624216418395,38.3856150100191,158.189439804986,55.6277686467806,8.49874722909462,40.8294040525522,50.4412372729039,37.4695782187788,10.0714059462013,51.5944363918704,18.7748240412915,50.7144155706392,72.972537806752,54.7417388710046,85.3154205391626,9.98667931084615,32.9274189163495,22.520060538386,20.5954021292587,59.8904424678786,28.2339005266007,27.4942171900714,125.862796964478,34.1460984797521,39.0221251576259,54.8519668935173,23.4888421464017,18.5569563539779,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,25
44.6839169454613,10.099968061269,50.5918406608275,21.0029311047281,22.2252771929653,56.490950460533,22.5093494781371,12.5981958673522,42.4865558110601,15.1624323297251,8.78124234687281,21.3463543695734,8.43541177882216,61.1214173260873,7.98126401905471,24.6398612206781,26.3811504617471,54.6956752780399,35.5761908849553,17.2725634167026,13.7261699332901,38.6315993293478,68.475959799574,21.7790229780198,23.0536052867513,28.7903901324759,72.7594833970142,74.0405225759402,69.9581374549095,32.1045919975148,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,26
37.5891647250121,39.7310150382736,27.4150247223718,73.9541126250321,41.1830854495949,21.5742520471336,12.9099459612646,41.1663371384023,48.5464935522999,12.7834509537034,12.49157065017,16.9466463880707,17.3365032121873,67.6643755685392,63.5383416639046,79.5606565592503,16.6888607704027,131.96371784302,49.1505868181681,30.5678028805382,22.5534781841412,77.0344108210386,16.4657008103819,64.6291741269828,141.303210691091,36.9905250319702,22.7587383612745,36.2746535659547,47.6980724354098,43.1218461696147,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,27
11.0712660926669,30.0043119062429,11.2404888810495,13.3965199555853,70.5371641794643,61.6586726488326,51.2531190419332,147.353822187683,52.2699835388581,66.2789657626295,50.3037811408722,34.8178228489323,17.8993991990766,113.715942208082,25.9536637986488,43.7369873884909,29.4540090803931,47.7179237420654,28.4421371353833,13.4135940105796,17.9010619159483,57.413561290992,16.5332177647967,15.4442896688688,17.0920046662472,8.46475465366773,33.3354798776611,21.7312700875542,28.6801212331724,52.3877935349845,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28
42.9880871296028,25.5334204191495,59.4736747356893,19.7450846996054,48.9925386640563,56.2690789390787,27.9801252422082,17.0309444278121,77.3443477767016,105.361102262209,15.2971080384803,23.0931706216078,35.3015967005927,32.0174087427014,34.1774589002737,79.761682990647,107.848608612809,48.0121426765646,12.7035601381992,17.8144824414628,28.0708441625392,60.2617597043874,16.0560812543204,13.8800979923827,66.1462779993803,12.6477123267038,40.5752361482345,53.1377319468109,127.031043532542,19.2165530260325,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29
33.5034262650124,29.3006323546757,28.5567951772985,75.063006554663,54.3879735476788,27.4912935359333,51.62851899523,8.68206044063528,34.2538411447206,41.138514066344,9.01405669033515,43.0779630767863,22.1718341560733,53.0111881269762,13.2138208053428,44.2351075021184,25.2531120656848,195.938521298874,28.8053619723857,11.5454224269649,19.9867084202227,66.8556388600882,73.6431790299302,20.8141801245295,32.3837952552826,17.6380078896503,58.0725003482672,25.4952382759234,20.8225890229137,36.5253327521888,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,30
15.8233833751785,35.0875974805507,48.415214798511,37.0599409021051,109.108685069851,19.2104971415472,6.43624487740274,50.917835110496,82.3252259074688,6.97497459472589,9.83526328324514,28.148452213989,20.9547669709849,38.9605570729612,83.5874853860811,68.971710731788,30.5690910500821,19.0994173441147,12.0850440519619,22.137470263814,47.6661239568854,37.8810940735909,30.5170779719019,31.2961135526652,62.9300795585601,16.1928598806505,181.34901141359,33.0931286161721,29.8304837391924,54.6346437793342,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,31
74.2308133105894,70.9559450827158,26.9077429075194,70.6230302519213,68.193896808928,49.2413051251074,18.6835765724493,13.6357249962923,54.3050206245905,10.6910552852415,35.5267371843468,66.2710129316171,63.8089424724161,42.5562883032073,22.2577391648205,86.2427926388079,22.8432385132619,130.737542924749,82.8317647506869,74.9073590204022,140.776829336849,57.4520586297385,18.081802684094,27.0062162214104,7.24517804991507,19.2465826298218,42.846540521706,61.893473235119,25.1615779171834,42.8775536398295,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,32
12.6613146731887,14.1099266463579,16.6242632702011,14.2575009386796,64.0456929786623,24.7761814056067,22.3741706890723,21.6701470246373,25.3682979968496,19.5245891857764,48.1470628155948,22.5013455387878,27.1758944254889,13.2910548197609,27.9149054519632,49.1072821567551,35.1500620602876,45.8631749840602,19.4416898829753,22.8767608182749,24.585747134228,41.4726254145027,31.9899063194104,35.9467257553166,38.2873413982575,62.5451071770716,47.1089598510189,44.411126481687,16.5914261086217,18.1681232038806,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,33
29.847813192845,27.0721342223798,16.8607357625283,44.0695913654493,51.3483938361013,27.7657457953659,273.572075427672,30.151022022064,31.2258865072533,26.066335238775,14.0641572205538,63.2998509753994,20.549646622102,86.3112632802864,30.7218480535143,85.20007641086,25.995450278824,66.0214121672694,27.2878730288416,16.7116557215537,36.2837446271006,43.62988461671,49.3844025030015,16.2881820310547,7.28127599670597,53.3612066025097,94.4298612385544,15.3090439870105,56.9848450838001,29.7074401532439,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,34
26.4206834326415,28.2046642948321,43.4654375569766,35.1581976382951,204.858351441645,12.483676339336,29.0752097512199,8.87425175909214,27.2460175470023,41.3131495834228,45.7266014522565,50.815223258612,10.5267450076153,101.192385455139,42.5814267700448,72.436945334123,101.112740782304,37.4537325076854,37.4496233845423,19.8754147038003,23.0033857104052,43.547931238366,8.17668841053909,69.4169621151762,21.9293314102112,23.4159344935919,64.769528187437,39.9886095674334,331.231068732423,11.9301831018256,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35
60.0086001766687,43.5731375930346,36.9769072914935,72.2238703330765,91.3077421635608,39.9934506812725,66.2782506571088,9.36604409783453,12.8533561207381,64.4988149842415,22.2978614333366,105.651625026174,18.7823734460983,28.6806570542766,64.9207546049352,54.5954202388476,116.004986402792,42.6490171436901,66.1711154647998,11.3256056863831,35.7673600457635,61.5128992043569,18.8227806290282,23.4046011067228,36.9514264560197,20.7972794183332,30.1876875488258,54.8745830227848,112.182254111004,36.4219924971197,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,36
35.749106609598,14.4693611427399,19.3897562006559,25.4764254162076,21.553050637666,26.3824496195607,25.6005427427097,10.6912011682682,177.639805326354,14.1125962376533,17.3657900867978,109.907963105445,40.527004446641,28.1873894549267,27.0641728635947,42.9410016057437,46.278635933654,25.7204940007642,32.374966129673,29.276983427826,62.2949068251883,39.276303670278,8.96525655211116,21.1349629493811,49.6743986463063,86.7097608044066,60.9593005814145,87.6836683311627,9.54812748931443,33.8437037106543,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,37
8.09652414092589,9.13361241444721,53.7729060174878,32.1935428776231,45.1731902933448,33.6245014066466,69.628590745585,2.77052030826548,23.4232306804705,92.2575624171511,10.710146893873,30.7045338673885,11.0044610700365,47.1650864924477,73.7509800007402,109.605639707812,21.9991672959048,31.4737751347465,24.3852346508155,22.2066174903415,40.3129733683323,83.2247620233761,48.9775477307556,55.8088610194706,55.8322275786523,65.6987107467112,85.499434665868,16.5744930701582,30.4584148375466,48.5432421140953,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,38
34.9452535732245,25.812055883282,24.543086703294,30.1124499393134,120.714438712687,37.2383014311389,96.7312849558139,1.61246373631691,14.4879672510504,27.3445036777011,13.9516582535283,38.0322259717246,15.0604564446456,31.0461256488661,7.01103042882336,50.8699231300331,21.0150035234383,11.9233805402492,15.3273696925671,34.5537947000533,36.8442161798404,33.4327552829858,35.9357047365649,18.4044162689272,16.1742898225355,30.9120650547465,58.5377170270133,49.8812056156679,23.1704686216898,64.5795448132441,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,39
88.0570285793499,31.7144559700721,25.4495458147106,37.7641230179608,121.520279657332,24.7714349479393,34.6590887297537,8.82048420489056,44.8188063834584,25.7204479029235,26.0299530603625,11.6858659004886,11.5114126538826,37.4354733002172,28.2234240305026,38.9512772863405,29.6321444447097,22.8384851137483,13.3634051909492,11.7022982127757,16.5224349030057,56.3231782293614,28.2206381594771,22.0851797767509,31.1496918397621,25.6734467450829,27.700296766897,12.6506478952769,16.4708407686475,20.5721446193041,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,40
11.0927897978546,23.1362336469182,28.3708729567671,43.2258244823435,101.558196066431,55.7169810808603,67.249813294101,17.5778724239315,34.3219233347697,45.4839471026404,16.3757305848467,29.3026263541889,10.5595739253195,27.1572837340516,60.7451995488871,17.220359357626,68.5702562373923,26.5754541827171,22.7781465005618,21.429197567956,22.5278817065702,85.8327079828957,26.2161084712371,53.4987500757464,17.0064536168038,170.542319217527,52.6799194155102,46.6678129773257,94.6208432843947,14.3840152116581,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
66.7520309054836,88.6072240043107,24.2560465562194,46.8587704126987,31.3583381570094,105.309202159764,4.63636750983684,28.4947290160613,109.648945865649,64.5033247765853,11.5309735584389,27.2317978446534,7.10861693110654,72.7161905887183,52.014992752694,44.7914794266246,81.876781075212,19.2084582443317,32.7036385397767,15.0335055213822,15.6951958690887,41.3683682080421,32.3239976857418,50.4043159434433,5.57183517516789,27.7551811511447,64.6171806665708,25.7093615917664,114.760441070671,87.3531969311178,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,42
124.223253920004,23.1281657890898,25.1278035025751,118.969949221841,120.873130250045,14.0389737127568,48.6739670860125,22.1550589467026,29.2421810002452,37.9543189602085,38.2876146511998,30.6380114103308,7.96526859719896,102.09353138906,32.0113257362384,44.8807249901159,41.9167593758452,42.5466900003715,13.230735725508,43.1827362767014,59.9239173613796,37.1869685789558,9.94104440633153,33.902209596086,20.2946687323598,16.2744326465642,99.6949795133775,53.666433560372,43.4756074784377,22.4590840874013,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,43
20.2294883755679,31.3292588735113,27.8753589102527,34.3316380315876,48.9439137195144,60.4291607600401,11.7238756747329,12.226300107806,11.6432286823893,48.7388867215543,19.0003716573324,34.9277904340833,23.4567495536518,53.1879465563227,11.5188787672418,98.9673202557785,16.6222557016961,23.6339471869949,27.0717490046045,18.9975380990598,59.0682930940284,37.717968413935,54.5697829611409,35.2082230837431,57.276113477294,32.469616745036,114.192661506148,27.5898963180439,94.2943152988019,17.0844053593615,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,44
44.9939601425787,41.0593883130013,10.1001307419073,15.3252098144508,119.811194259686,31.7077493824756,9.39817530762371,9.0135406156141,72.763733123613,10.2949892080269,35.357588364105,39.584724389371,17.1115982283071,59.8439098961354,16.6391107015511,23.066768491706,17.616056623593,36.9429739012631,26.1600704684393,12.6220295285047,49.6451479905372,35.126969237388,33.8396526947758,34.0097028798506,48.8898643768791,57.221010808649,88.7335018163976,35.3821330815843,46.7199680035879,30.6088583872407,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,45
