"group","id","item","RT","R","compromised"
0,121,1,29.9440633666229,1,0
0,122,1,55.3940627881333,0,0
0,123,1,22.5437958450629,0,0
0,124,1,143.962397920097,0,0
1,125,1,241.842634323396,0,0
0,126,1,10.8760054891775,1,0
1,127,1,10.1117044866541,0,0
0,128,1,42.0164881674556,0,0
0,129,1,31.1022484249306,1,0
0,130,1,17.1338630913286,0,0
0,131,1,28.0767117362163,1,0
0,132,1,32.1578170269411,0,0
0,133,1,22.2252741159911,0,0
0,134,1,87.9628993311576,1,0
1,135,1,296.881853578387,0,0
1,136,1,17.7482039884519,0,0
0,137,1,12.825907243028,1,0
0,138,1,15.2135188591453,0,0
1,139,1,35.6408242060157,1,0
1,140,1,154.642015015253,1,0
0,141,1,24.0445580370356,0,0
0,142,1,31.9754975053897,1,0
1,143,1,13.7714714614953,0,0
0,144,1,35.3356178556587,1,0
0,145,1,34.5876802588612,1,0
0,146,1,32.6645432643862,1,0
0,147,1,90.2362936100738,0,0
1,148,1,24.800761756995,0,0
0,149,1,8.65687018247151,0,0
0,150,1,24.7112275558356,0,0
0,151,1,31.9268573026364,0,0
0,152,1,14.876244381859,0,0
0,153,1,81.0614148648524,1,0
0,154,1,29.5076127232257,0,0
0,155,1,13.8944162186158,0,0
0,156,1,73.8519006709849,0,0
0,157,1,11.8657566608347,1,0
1,158,1,39.594334792676,1,0
0,159,1,42.9624116795239,0,0
0,160,1,13.0433634647748,1,0
0,161,1,8.229673275462,0,0
0,162,1,26.5405207838725,1,0
0,163,1,62.857820615365,1,0
0,164,1,116.676549303024,0,0
0,165,1,12.5729603093714,1,0
0,166,1,51.9843835671471,0,0
0,167,1,20.047499454873,1,0
1,168,1,144.432234108292,0,0
0,169,1,18.4743426354166,1,0
1,170,1,104.734833382526,1,0
0,171,1,86.4324759606159,0,0
0,172,1,12.4540477116367,1,0
0,173,1,21.1223912401756,0,0
0,174,1,24.8247724113058,0,0
0,175,1,39.3948571206385,1,0
0,176,1,37.7384780570967,1,0
1,177,1,34.7008252080391,1,0
0,178,1,19.9317186002206,1,0
1,179,1,41.2857427500764,0,0
0,180,1,25.9983177415094,1,0
0,181,1,37.0990029967667,0,0
0,182,1,80.3876304820604,0,0
1,183,1,28.2551530609113,1,0
0,184,1,76.1243346132022,0,0
0,185,1,17.8193270328552,0,0
0,186,1,11.8302258706655,0,0
1,187,1,29.922283232125,1,0
1,188,1,69.2529732985021,0,0
0,189,1,21.9956464545011,1,0
0,190,1,22.4058318102604,0,0
0,191,1,23.0297553711672,1,0
0,192,1,30.3860334415966,1,0
0,193,1,6.65183477545867,1,0
0,194,1,7.19450739430133,0,0
0,195,1,18.7259415839265,0,0
0,196,1,67.3289213201378,1,0
0,197,1,19.2811234198169,0,0
0,198,1,26.2129462414532,1,0
0,199,1,43.0904886935905,0,0
0,200,1,63.5249986635596,0,0
0,1,2,16.372181964818,1,1
0,2,2,56.0154172915174,1,1
0,3,2,14.3944952958173,0,1
0,4,2,15.0336276656175,1,1
0,5,2,34.5921851856051,1,1
1,6,2,27.6915162224879,1,1
0,7,2,11.4095295239798,1,1
1,8,2,19.429603469313,1,1
0,9,2,56.0412651679766,0,1
0,10,2,20.9242302320844,1,1
0,11,2,12.2267878565562,1,1
0,12,2,16.2093087887858,0,1
0,13,2,52.8165984230786,1,1
0,14,2,38.778472175022,0,1
0,15,2,32.0168810034512,1,1
0,16,2,26.080922748734,1,1
0,17,2,23.8529515550703,1,1
0,18,2,21.8224424345718,1,1
1,19,2,11.2598167103957,1,1
0,20,2,31.1067308916838,1,1
0,21,2,15.2394906292613,1,1
0,22,2,16.5367408551145,0,1
0,23,2,13.7204794402665,1,1
0,24,2,53.1636660563444,1,1
0,25,2,12.135210767207,0,1
1,26,2,10.099968061269,1,1
0,27,2,39.7310150382736,1,1
0,28,2,30.0043119062429,1,1
0,29,2,25.5334204191495,1,1
1,30,2,29.3006323546757,1,1
0,31,2,35.0875974805507,1,1
0,32,2,70.9559450827158,0,1
0,33,2,14.1099266463579,1,1
0,34,2,27.0721342223798,1,1
0,35,2,28.2046642948321,0,1
0,36,2,43.5731375930346,0,1
0,37,2,14.4693611427399,1,1
1,38,2,9.13361241444721,1,1
0,39,2,25.812055883282,1,1
1,40,2,31.7144559700721,1,1
0,41,2,23.1362336469182,1,1
0,42,2,88.6072240043107,1,1
0,43,2,23.1281657890898,0,1
0,44,2,31.3292588735113,1,1
0,45,2,41.0593883130013,1,1
1,46,2,7.54143827510905,1,1
0,47,2,40.5463138145621,1,1
1,48,2,17.7456441949942,1,1
0,49,2,43.5043310446678,1,1
1,50,2,20.5361501276243,1,1
1,51,2,28.4772713474635,1,1
1,52,2,21.7839135639407,1,1
0,53,2,18.6831286890935,0,1
0,54,2,17.8321685531435,1,1
0,55,2,26.4513773151339,0,1
0,56,2,45.3518474433308,0,1
0,57,2,24.6015279371686,0,1
0,58,2,11.5886577519717,1,1
1,59,2,36.5125251488435,1,1
0,60,2,15.1745395143015,1,1
1,61,2,16.5867290845168,1,1
0,62,2,50.9480177408865,1,1
0,63,2,13.5680825915455,0,1
1,64,2,16.6923586892684,1,1
0,65,2,21.5749962976523,1,1
0,66,2,23.78348271788,1,1
0,67,2,8.27534228208097,1,1
0,68,2,30.4149652461027,1,1
0,69,2,15.3784514099579,1,1
0,70,2,18.6162623992154,1,1
0,71,2,11.6912463091084,0,1
0,72,2,49.0755526059721,1,1
0,73,2,31.7813074573396,1,1
0,74,2,20.7564616292689,1,1
0,75,2,64.1209388731981,0,1
1,76,2,40.5827375017173,1,1
0,77,2,18.3054420237053,1,1
1,78,2,23.9474181293042,1,1
1,79,2,22.8186764771693,1,1
0,80,2,45.2559171006617,1,1
0,81,2,27.2188453131924,1,1
0,82,2,37.7556998168034,1,1
0,83,2,27.6912071055115,1,1
0,84,2,58.7933138487081,1,1
0,85,2,42.97389525152,1,1
0,86,2,29.7589955339866,1,1
0,87,2,33.9675937464945,1,1
0,88,2,28.3441661825598,1,1
0,89,2,13.6003396320526,1,1
0,90,2,30.4470973720489,1,1
0,91,2,60.1263549993016,1,1
0,92,2,37.7609741580832,1,1
0,93,2,93.033075168837,1,1
1,94,2,35.901870864528,1,1
0,95,2,31.6986091061644,1,1
0,96,2,25.054833852897,1,1
0,97,2,36.0230977931658,0,1
0,98,2,25.7762482713239,1,1
1,99,2,9.29694404192611,1,1
0,100,2,35.9610022105689,1,1
0,101,2,17.5432055362241,1,1
0,102,2,22.0057092874573,1,1
0,103,2,22.3699775171175,1,1
0,104,2,10.861847882702,1,1
0,105,2,16.4295683549417,0,1
0,106,2,37.2513313674548,1,1
1,107,2,17.9835445224877,1,1
0,108,2,50.5421577732276,1,1
0,109,2,45.6252225899918,1,1
0,110,2,88.9956919399168,1,1
0,111,2,13.601138903275,1,1
0,112,2,21.376502609214,1,1
0,113,2,44.0255175904966,1,1
0,114,2,40.499065254027,1,1
1,115,2,11.9331088394293,1,1
1,116,2,33.5019726702712,1,1
0,117,2,24.8674883921439,1,1
1,118,2,18.150721592764,1,1
0,119,2,39.8885439606704,1,1
0,120,2,132.784554891364,1,1
0,121,2,26.2649704478129,1,1
0,122,2,32.7330067935151,0,1
0,123,2,65.4024268947069,0,1
0,124,2,19.581763240787,1,1
1,125,2,22.2638019876092,1,1
0,126,2,40.9259237964674,1,1
1,127,2,5.34487426985721,1,1
0,128,2,14.3301827503794,1,1
0,129,2,44.8187082598273,1,1
0,130,2,19.7251653416964,1,1
0,131,2,17.7103998766399,1,1
0,132,2,45.4660356416227,1,1
0,133,2,27.0669710122656,1,1
0,134,2,22.423560815629,1,1
1,135,2,30.0765768772403,1,1
1,136,2,23.2621347626746,1,1
0,137,2,82.6321190322145,1,1
0,138,2,53.378265183222,1,1
1,139,2,53.8541705193587,1,1
1,140,2,38.4499578571738,1,1
0,141,2,14.4329219516807,1,1
0,142,2,41.903487846868,1,1
1,143,2,11.3184145340094,1,1
0,144,2,24.5972071747631,1,1
0,145,2,36.5651366584612,1,1
0,146,2,29.6823116293534,1,1
0,147,2,27.4586646570599,1,1
1,148,2,10.4025449730224,1,1
0,149,2,27.7499419779623,0,1
0,150,2,30.4303920381112,1,1
0,151,2,18.4593377042866,1,1
0,152,2,19.0895656364679,1,1
0,153,2,9.39216068607846,0,1
0,154,2,40.4455084303767,0,1
0,155,2,21.1230051628858,1,1
0,156,2,27.6772803591038,0,1
0,157,2,33.6255229628016,1,1
1,158,2,13.9272555618828,1,1
0,159,2,83.8556078744732,1,1
0,160,2,17.0224678523487,0,1
0,161,2,45.1443666302824,1,1
0,162,2,19.9605501965145,1,1
0,163,2,29.0522315094595,1,1
0,164,2,20.2901432895369,1,1
0,165,2,28.5676538469588,1,1
0,166,2,32.4563838413797,1,1
0,167,2,23.4852724586957,1,1
1,168,2,11.7803037504581,1,1
0,169,2,17.3709752339234,0,1
1,170,2,14.7677395956745,1,1
0,171,2,27.7218872272566,0,1
0,172,2,21.9526626130479,1,1
0,173,2,20.5134199670588,1,1
0,174,2,42.0867962855509,0,1
0,175,2,17.4715536435339,1,1
0,176,2,115.10379338715,1,1
1,177,2,17.2950938289547,1,1
0,178,2,19.4873466392868,1,1
1,179,2,41.8551856902242,1,1
0,180,2,33.6801457678757,1,1
0,181,2,31.1774408795478,0,1
0,182,2,25.1500253003142,0,1
1,183,2,18.0013381021506,1,1
0,184,2,41.6658455147367,0,1
0,185,2,14.3972624950035,1,1
0,186,2,25.5140791858702,0,1
1,187,2,42.010909706879,1,1
1,188,2,8.89873551669302,1,1
0,189,2,16.0332095104489,1,1
0,190,2,32.8664508811164,1,1
0,191,2,67.5916223165161,1,1
0,192,2,50.1097261408939,1,1
0,193,2,42.2042334380697,1,1
0,194,2,13.9548825489924,1,1
0,195,2,34.8761230888501,0,1
0,196,2,25.2264566176118,1,1
0,197,2,42.0725794287681,1,1
0,198,2,26.8698955911403,1,1
0,199,2,30.4440018252807,0,1
0,200,2,32.3105535991973,1,1
0,1,3,26.275730158048,0,0
0,2,3,68.5108496903457,0,0
0,3,3,42.9512545831258,0,0
0,4,3,49.1980150989577,0,0
0,5,3,32.173208008803,0,0
1,6,3,40.6745028192258,0,0
0,7,3,45.6019517891341,0,0
1,8,3,52.6555385052454,0,0
0,9,3,62.6426287694644,0,0
0,10,3,32.9134806653333,0,0
0,11,3,41.9181664200493,1,0
0,12,3,16.6381390724137,0,0
0,13,3,26.8870045767394,0,0
0,14,3,32.8882355614122,0,0
0,15,3,34.7280735315087,0,0
0,16,3,46.3848110923553,0,0
0,17,3,23.6692129001462,0,0
0,18,3,27.9679773478305,1,0
1,19,3,47.585229968601,1,0
0,20,3,39.6009113548747,0,0
0,21,3,21.3637695575243,1,0
0,22,3,16.930740386493,0,0
0,23,3,47.1590673102053,0,0
0,24,3,16.1884703602223,1,0
0,25,3,26.2624216418395,0,0
1,26,3,50.5918406608275,0,0
0,27,3,27.4150247223718,0,0
0,28,3,11.2404888810495,0,0
0,29,3,59.4736747356893,0,0
1,30,3,28.5567951772985,0,0
0,31,3,48.415214798511,0,0
0,32,3,26.9077429075194,0,0
0,33,3,16.6242632702011,0,0
0,34,3,16.8607357625283,1,0
0,35,3,43.4654375569766,0,0
0,36,3,36.9769072914935,1,0
0,37,3,19.3897562006559,1,0
1,38,3,53.7729060174878,0,0
0,39,3,24.543086703294,0,0
1,40,3,25.4495458147106,1,0
0,41,3,28.3708729567671,0,0
0,42,3,24.2560465562194,0,0
0,43,3,25.1278035025751,0,0
0,44,3,27.8753589102527,0,0
0,45,3,10.1001307419073,0,0
1,46,3,45.1226752525156,0,0
0,47,3,13.8340984863935,1,0
1,48,3,30.3876878390129,0,0
0,49,3,88.0542222596511,1,0
1,50,3,21.2206484872615,0,0
1,51,3,38.5683453399101,0,0
1,52,3,13.7368205029595,0,0
0,53,3,23.5069509598119,0,0
0,54,3,22.4940522048679,0,0
0,55,3,20.9069717578062,0,0
0,56,3,35.5130180939542,0,0
0,57,3,19.7599807915398,0,0
0,58,3,23.4963461181092,0,0
1,59,3,10.559409130244,0,0
0,60,3,23.0236439957536,0,0
1,61,3,16.3180784317765,0,0
0,62,3,41.6725303935353,0,0
0,63,3,62.833268397446,0,0
1,64,3,33.1905447390349,1,0
0,65,3,16.9286395188042,0,0
0,66,3,9.96575832681507,0,0
0,67,3,35.2483478106572,0,0
0,68,3,31.0431929803496,0,0
0,69,3,47.0389588942602,0,0
0,70,3,36.7962226312145,1,0
0,71,3,14.7588187285003,0,0
0,72,3,39.7482882033804,0,0
0,73,3,12.7448631614311,0,0
0,74,3,27.7136739357549,0,0
0,75,3,15.6350528706522,0,0
1,76,3,34.3134506846372,0,0
0,77,3,32.7946389402093,0,0
1,78,3,31.8857470434324,1,0
1,79,3,39.8833990165062,0,0
0,80,3,27.9284274056626,0,0
0,81,3,46.074770033382,0,0
0,82,3,21.7412035414091,0,0
0,83,3,37.2280081720496,1,0
0,84,3,28.3858799314886,0,0
0,85,3,24.9525954231268,0,0
0,86,3,39.5670195856329,0,0
0,87,3,24.6851945204243,1,0
0,88,3,25.5872638213025,1,0
0,89,3,22.6403965057117,1,0
0,90,3,48.4696436855598,0,0
0,91,3,28.1348853757398,1,0
0,92,3,62.895756927045,1,0
0,93,3,25.869831519725,0,0
1,94,3,14.2898966005857,0,0
0,95,3,52.3817759025507,0,0
0,96,3,20.3593023012005,1,0
0,97,3,20.2255822733057,0,0
0,98,3,23.8297455500471,0,0
1,99,3,68.7272825622693,0,0
0,100,3,39.1993982627556,0,0
0,101,3,32.5517193870362,0,0
0,102,3,16.2873472219336,0,0
0,103,3,24.2745804270448,1,0
0,104,3,31.3437520071983,0,0
0,105,3,18.9868195524897,0,0
0,106,3,28.6339646526743,0,0
1,107,3,23.0874146092365,0,0
0,108,3,36.2207195438926,0,0
0,109,3,64.1648426455648,0,0
0,110,3,83.9609409547145,0,0
0,111,3,27.9258089380458,1,0
0,112,3,27.4503448810672,1,0
0,113,3,46.3417172839453,0,0
0,114,3,16.29668794071,1,0
1,115,3,44.4019816818957,0,0
1,116,3,50.2699424012998,0,0
0,117,3,22.6766580879995,1,0
1,118,3,30.6671403296245,0,0
0,119,3,18.1417894572576,1,0
0,120,3,44.2956699342746,1,0
0,121,3,39.8708262648188,0,0
0,122,3,6.02703688371328,0,0
0,123,3,25.6718567406417,1,0
0,124,3,26.7369430976542,0,0
1,125,3,22.0473935305077,1,0
0,126,3,12.3862887787657,0,0
1,127,3,21.1831813938719,0,0
0,128,3,29.0102626282103,1,0
0,129,3,18.6802192996755,1,0
0,130,3,45.7994747841835,0,0
0,131,3,15.6281011377566,1,0
0,132,3,13.5831349404103,1,0
0,133,3,26.9456064819428,0,0
0,134,3,40.5265294413982,1,0
1,135,3,29.2226691952947,0,0
1,136,3,35.0826022623042,1,0
0,137,3,46.2769913777919,1,0
0,138,3,34.8287191622213,0,0
1,139,3,34.1134541766142,0,0
1,140,3,13.96412912362,1,0
0,141,3,29.1720662211154,0,0
0,142,3,30.1038764815165,0,0
1,143,3,16.5585046844672,0,0
0,144,3,25.9104693154944,0,0
0,145,3,26.01405973498,0,0
0,146,3,16.3524456775963,0,0
0,147,3,12.473805615851,0,0
1,148,3,29.6638346330948,1,0
0,149,3,24.7282936985863,1,0
0,150,3,45.0644754439509,0,0
0,151,3,39.2462103423216,0,0
0,152,3,35.5152899400743,0,0
0,153,3,31.3400644881019,0,0
0,154,3,44.4060054618237,0,0
0,155,3,10.4145253577389,1,0
0,156,3,14.1396031424336,0,0
0,157,3,16.0863813288848,1,0
1,158,3,22.706582953517,0,0
0,159,3,16.1908347132352,1,0
0,160,3,24.4324031773879,0,0
0,161,3,26.4349538044886,1,0
0,162,3,17.885734956628,0,0
0,163,3,25.4421147952331,1,0
0,164,3,19.9044514028729,0,0
0,165,3,12.0809933987596,1,0
0,166,3,15.7677160623797,1,0
0,167,3,12.6003787339441,0,0
1,168,3,25.8697419761108,1,0
0,169,3,37.4008134822604,0,0
1,170,3,18.2723555833853,0,0
0,171,3,17.3934826243268,0,0
0,172,3,44.8281461092137,1,0
0,173,3,57.9143146878405,0,0
0,174,3,27.8775872555651,0,0
0,175,3,19.7128736056932,1,0
0,176,3,46.348524257846,1,0
1,177,3,15.651520769421,1,0
0,178,3,34.2143460516978,0,0
1,179,3,27.0424378569611,1,0
0,180,3,27.397417738099,1,0
0,181,3,57.2972065483286,0,0
0,182,3,21.563309265514,0,0
1,183,3,40.7198128880864,0,0
0,184,3,23.3399745054297,0,0
0,185,3,22.4657098476703,0,0
0,186,3,18.8896417682191,0,0
1,187,3,38.8051030582187,1,0
1,188,3,21.3016219027791,0,0
0,189,3,18.6198626658143,0,0
0,190,3,40.2137221564549,1,0
0,191,3,27.3602352386207,1,0
0,192,3,29.0644284077745,1,0
0,193,3,14.9342346699477,1,0
0,194,3,20.6234290758833,0,0
0,195,3,26.8413345275203,0,0
0,196,3,57.7574845497442,1,0
0,197,3,26.7823635931885,1,0
0,198,3,47.6346511552121,0,0
0,199,3,13.2899293995413,0,0
0,200,3,33.1297893695586,0,0
0,1,4,21.4950928414669,1,0
0,2,4,27.9066954021685,0,0
0,3,4,41.8192814835202,0,0
0,4,4,43.4922408871547,0,0
0,5,4,55.221961302821,0,0
1,6,4,27.7900482523708,0,0
0,7,4,36.6239568996939,0,0
1,8,4,37.5932668983936,0,0
0,9,4,70.8926543225686,0,0
0,10,4,33.0111304826239,0,0
0,11,4,37.2609951342582,0,0
0,12,4,120.973265013469,0,0
0,13,4,27.9911631685482,0,0
0,14,4,15.0068105217837,0,0
0,15,4,77.3920571474682,0,0
0,16,4,15.8937917214408,0,0
0,17,4,16.7643875064306,0,0
0,18,4,53.8476441987697,0,0
1,19,4,25.5377613914865,1,0
0,20,4,29.938574276718,0,0
0,21,4,32.2340275535443,1,0
0,22,4,54.800448356643,0,0
0,23,4,17.6196445305128,0,0
0,24,4,50.4295968092101,1,0
0,25,4,38.3856150100191,0,0
1,26,4,21.0029311047281,0,0
0,27,4,73.9541126250321,0,0
0,28,4,13.3965199555853,0,0
0,29,4,19.7450846996054,0,0
1,30,4,75.063006554663,1,0
0,31,4,37.0599409021051,1,0
0,32,4,70.6230302519213,0,0
0,33,4,14.2575009386796,0,0
0,34,4,44.0695913654493,0,0
0,35,4,35.1581976382951,0,0
0,36,4,72.2238703330765,0,0
0,37,4,25.4764254162076,0,0
1,38,4,32.1935428776231,0,0
0,39,4,30.1124499393134,1,0
1,40,4,37.7641230179608,0,0
0,41,4,43.2258244823435,0,0
0,42,4,46.8587704126987,0,0
0,43,4,118.969949221841,0,0
0,44,4,34.3316380315876,0,0
0,45,4,15.3252098144508,0,0
1,46,4,36.5042396060225,0,0
0,47,4,12.7523412579873,1,0
1,48,4,14.6757349633116,0,0
0,49,4,92.5427424318561,0,0
1,50,4,44.753088851082,0,0
1,51,4,15.0157639903124,0,0
1,52,4,9.94291279065566,0,0
0,53,4,50.2788604500053,0,0
0,54,4,14.1653794665805,1,0
0,55,4,31.8145680527151,0,0
0,56,4,26.4125349730096,0,0
0,57,4,32.8090967961178,0,0
0,58,4,79.2797663849674,0,0
1,59,4,55.0496733158647,0,0
0,60,4,26.7816034683525,1,0
1,61,4,27.0015772926801,0,0
0,62,4,30.2918749148255,0,0
0,63,4,32.4495426828059,1,0
1,64,4,9.66477717525882,1,0
0,65,4,47.3512663426035,0,0
0,66,4,24.2206751132185,1,0
0,67,4,34.5269734084882,0,0
0,68,4,33.2642962884417,1,0
0,69,4,44.2518579981012,1,0
0,70,4,44.4952697186288,1,0
0,71,4,8.67357040398707,0,0
0,72,4,10.5871964116236,0,0
0,73,4,61.5036870944671,1,0
0,74,4,38.9242241414831,1,0
0,75,4,139.307137727265,0,0
1,76,4,46.9591107397554,0,0
0,77,4,67.5534173358471,0,0
1,78,4,77.0166777547737,1,0
1,79,4,12.6748873453549,0,0
0,80,4,41.43045202014,0,0
0,81,4,43.3131053220504,1,0
0,82,4,19.7715989285565,0,0
0,83,4,43.3386266368751,0,0
0,84,4,33.7002966733124,0,0
0,85,4,42.1979671932894,1,0
0,86,4,11.0333059061496,0,0
0,87,4,23.9582306138463,0,0
0,88,4,56.1460837021878,0,0
0,89,4,110.064543565839,0,0
0,90,4,23.7797058098074,1,0
0,91,4,35.7394055330625,0,0
0,92,4,58.5676450129813,1,0
0,93,4,89.2326425826832,1,0
1,94,4,46.8490864769072,0,0
0,95,4,70.2101127293443,0,0
0,96,4,42.7831844074251,0,0
0,97,4,12.7121676183151,0,0
0,98,4,37.6825569929509,0,0
1,99,4,37.626242429826,1,0
0,100,4,38.1044926418342,0,0
0,101,4,29.1996560146069,0,0
0,102,4,18.8926352564762,0,0
0,103,4,27.7649380037262,0,0
0,104,4,29.0661764507336,0,0
0,105,4,59.1772102080917,1,0
0,106,4,28.9111639309282,0,0
1,107,4,19.3134252216559,0,0
0,108,4,34.7432589688118,0,0
0,109,4,33.3130228037712,0,0
0,110,4,37.279268983362,0,0
0,111,4,44.2974308206933,0,0
0,112,4,17.806179230903,1,0
0,113,4,32.5791106892926,0,0
0,114,4,18.9034289836456,1,0
1,115,4,58.5630806751982,0,0
1,116,4,13.952510775038,0,0
0,117,4,38.1063119125252,0,0
1,118,4,67.1420388761801,0,0
0,119,4,31.1151329900968,0,0
0,120,4,79.1347654921196,1,0
0,121,4,42.3214500690326,0,0
0,122,4,15.5380409228376,1,0
0,123,4,50.0847752378348,0,0
0,124,4,43.5227829703214,0,0
1,125,4,26.8788151944798,0,0
0,126,4,31.0284893240314,0,0
1,127,4,105.235829006537,0,0
0,128,4,36.1041060733768,0,0
0,129,4,123.638323491458,1,0
0,130,4,57.4277663825822,0,0
0,131,4,23.9225458254329,1,0
0,132,4,14.0272851369,1,0
0,133,4,36.6282987982582,0,0
0,134,4,47.731031005199,0,0
1,135,4,53.8973994749759,0,0
1,136,4,46.2958890682282,0,0
0,137,4,30.1016248805177,1,0
0,138,4,109.34557751352,0,0
1,139,4,20.1501948176162,0,0
1,140,4,20.3901795735615,1,0
0,141,4,15.2348452435917,1,0
0,142,4,16.8253798936176,0,0
1,143,4,108.361342309889,0,0
0,144,4,43.5312168571237,0,0
0,145,4,59.6993341262604,1,0
0,146,4,42.3462243391168,0,0
0,147,4,32.4252331765289,0,0
1,148,4,32.4729878556213,1,0
0,149,4,8.71811949902466,0,0
0,150,4,33.5511085377512,0,0
0,151,4,24.5422490741258,0,0
0,152,4,60.3769896481115,0,0
0,153,4,121.980792053446,1,0
0,154,4,14.2141586336239,0,0
0,155,4,21.2033475441028,0,0
0,156,4,35.5649907584884,0,0
0,157,4,54.7649725982778,0,0
1,158,4,135.553580814968,0,0
0,159,4,57.0449411595605,0,0
0,160,4,15.6240308008745,1,0
0,161,4,22.5693635559591,0,0
0,162,4,10.100960156707,0,0
0,163,4,17.8334982694534,1,0
0,164,4,15.466199645562,0,0
0,165,4,30.2892144414271,1,0
0,166,4,12.0458748198352,0,0
0,167,4,15.0775862064951,1,0
1,168,4,98.3586363854407,0,0
0,169,4,36.0097348044219,0,0
1,170,4,27.9970782069695,1,0
0,171,4,108.378170363398,0,0
0,172,4,322.724890106875,0,0
0,173,4,42.2191642801757,0,0
0,174,4,50.5292212446713,1,0
0,175,4,35.1635127868359,0,0
0,176,4,50.360099873862,0,0
1,177,4,15.7381606369161,0,0
0,178,4,8.23467731151951,0,0
1,179,4,119.311707041274,0,0
0,180,4,38.8952645824121,0,0
0,181,4,35.6616963189223,0,0
